artist;id;name;degree
Drag-On (110725);110725;Drag-On;4
Erex (5049683);5049683;Erex;4
Steve A. Jordan (4403842);4403842;Steve A. Jordan;4
Mashonda Tifrere (4423598);4423598;Mashonda Tifrere;4
Pepi Sonuga (148833822);148833822;Pepi Sonuga;4
Monique (148990);148990;Monique;4
Luz (242054);242054;Luz;4
Mafumafu (10860178);10860178;Mafumafu;4
Nqrse (68050382);68050382;Nqrse;4
soraru (53295022);53295022;soraru;4
Sou (1313592);1313592;Sou;4
senra (90295422);90295422;senra;4
Shima (240558);240558;Shima;4
Sakou Tomohisa Syounen T (138888862);138888862;Sakou Tomohisa Syounen T;4
Uratanuki (61075532);61075532;Uratanuki;4
un:c (72464982);72464982;un:c;4
Araki (5510310);5510310;Araki;4
Ahonosakata (138888852);138888852;Ahonosakata;4
AMATSUKI (6700053);6700053;AMATSUKI;4
Nadine Velazquez (11191866);11191866;Nadine Velazquez;4
Naturi Naughton (285663);285663;Naturi Naughton;4
Queens Cast (146928882);146928882;Queens Cast;4
Ebony Vibe Everlasting (6339584);6339584;Ebony Vibe Everlasting;4
Kacy Hill (5422811);5422811;Kacy Hill;4
Francis And The Lights (1575744);1575744;Francis And The Lights;4
Slimm Calhoun (264500);264500;Slimm Calhoun;4
Guru (2663);2663;Guru;4
Cameron Diaz (7013207);7013207;Cameron Diaz;4
Rose Byrne (7013205);7013205;Rose Byrne;4
BSB Boys (179514997);179514997;BSB Boys;4
Sam Pounds (119646942);119646942;Sam Pounds;4
J Young MDK (49110071);49110071;J Young MDK;4
Quvenzhané Wallis (7013193);7013193;Quvenzhané Wallis;4
Samuel L. Jackson (200915);200915;Samuel L. Jackson;4
Christoph Waltz (4026054);4026054;Christoph Waltz;4
Ab Soul (6110500);6110500;Ab Soul;4
Black Rambo (5681598);5681598;Black Rambo;4
Wayne Blazed (5501180);5501180;Wayne Blazed;4
2 Short (4912480);4912480;2 Short;4
2 Short, Rich Boy, Trae Tha Truth, Twista, Wayne Blazed (4296682);4296682;2 Short, Rich Boy, Trae Tha Truth, Twista, Wayne Blazed;4
Rich Boy (80586);80586;Rich Boy;4
YungBuk (142260622);142260622;YungBuk;4
Scotty Music (12795401);12795401;Scotty Music;4
Buk (5386391);5386391;Buk;4
Antony Hamilton (8580084);8580084;Antony Hamilton;4
DJ Victoriouz (4545861);4545861;DJ Victoriouz;4
Clarkairlines (11983838);11983838;Clarkairlines;4
Ray J (2620);2620;Ray J;4
Sleepy Eyed Jones (1217850);1217850;Sleepy Eyed Jones;4
The Speedknot Mobstaz (4584184);4584184;The Speedknot Mobstaz;4
Tia London (1531944);1531944;Tia London;4
Damon Dash (4418985);4418985;Damon Dash;4
Freeway (400);400;Freeway;4
Young Chris (246729);246729;Young Chris;4
Liffy Stokes (5036608);5036608;Liffy Stokes;4
Johnny P (15125);15125;Johnny P;4
Do or Die (13553);13553;Do or Die;4
Mag1k (64282592);64282592;Mag1k;4
Dorrough Music (4522626);4522626;Dorrough Music;4
Hi-Rez (1152089);1152089;Hi-Rez;4
Anth (4112908);4112908;Anth;4
DJ Pharris (4819329);4819329;DJ Pharris;4
Rittz (872281);872281;Rittz;4
King Iso (10100614);10100614;King Iso;4
Lil Bibby (4873843);4873843;Lil Bibby;4
CeeLo (1072869);1072869;CeeLo;4
Erika Shevon (5386395);5386395;Erika Shevon;4
Sage Harris (10765382);10765382;Sage Harris;4
Woonie (7580240);7580240;Woonie;4
Street Katz (7580238);7580238;Street Katz;4
Joe Blak (7580530);7580530;Joe Blak;4
LudaChris (108514922);108514922;LudaChris;4
MAJOR DAMAGE (1099145);1099145;MAJOR DAMAGE;4
Tigah (1077392);1077392;Tigah;4
R.O.C. (270517);270517;R.O.C.;4
DJ Abdel (7018);7018;DJ Abdel;4
Run (407078);407078;Run;4
Cold Crush Brothers (561917);561917;Cold Crush Brothers;4
The Furious Five (375616);375616;The Furious Five;4
Lovebug Starski (1438213);1438213;Lovebug Starski;4
DJ Hollywood (94775);94775;DJ Hollywood;4
D.J. Barry Bee (170671387);170671387;D.J. Barry Bee;4
D.J. Chill Will (170671377);170671377;D.J. Chill Will;4
Miss Jones (148797);148797;Miss Jones;4
Vicious (65634);65634;Vicious;4
 (5410299);5410299;;4
Doug E. Fresh & The Get Fresh Crew (8887);8887;Doug E. Fresh & The Get Fresh Crew;4
Lil' Will (4492621);4492621;Lil' Will;4
Fabo (1133740);1133740;Fabo;4
Blood Raw (75481);75481;Blood Raw;4
Slick Pulla (1238285);1238285;Slick Pulla;4
R Kelly (173576);173576;R Kelly;4
Mitchelle'l (4985882);4985882;Mitchelle'l;4
Lil CArchie Lee (7737278);7737278;Lil CArchie Lee;4
Lil CArchie Lee, Young Jeezy, Z-Ro (4169233);4169233;Lil CArchie Lee, Young Jeezy, Z-Ro;4
Z-Ro (5481);5481;Z-Ro;4
Qumontae (11728385);11728385;Qumontae;4
DJ XO (6898405);6898405;DJ XO;4
Derez De'shon (10445070);10445070;Derez De'shon;4
VIMP (127024492);127024492;VIMP;4
8 Ball, Drumma Boy, MJG, Young Buck (4304080);4304080;8 Ball, Drumma Boy, MJG, Young Buck;4
T.i (247246);247246;T.i;4
James Elizabeth (4701358);4701358;James Elizabeth;4
LexTheGreat (64549682);64549682;LexTheGreat;4
Sho Killa (8420794);8420794;Sho Killa;4
Dizzy Wright (1687726);1687726;Dizzy Wright;4
Daddie Juju (79779022);79779022;Daddie Juju;4
Merkules (5128933);5128933;Merkules;4
Yubeili (10070344);10070344;Yubeili;4
C.R.O (13571283);13571283;C.R.O;4
Alexcis (78505202);78505202;Alexcis;4
W. Darling (6014366);6014366;W. Darling;4
Ohana Bam (8821790);8821790;Ohana Bam;4
Jandro (5100950);5100950;Jandro;4
Riz MC (816489);816489;Riz MC;4
Charlie Heat (9095432);9095432;Charlie Heat;4
Tdot Illdude (7350852);7350852;Tdot Illdude;4
AJ Hernz (5474940);5474940;AJ Hernz;4
Tech N9ne (8218);8218;Tech N9ne;4
The Newton Brothers (1285631);1285631;The Newton Brothers;4
Twiztid (7662);7662;Twiztid;4
Insane Clown Posse (3804);3804;Insane Clown Posse;4
Hypnotize Minds (14653369);14653369;Hypnotize Minds;4
Crucial Conflict (1266764);1266764;Crucial Conflict;4
Good Charlotte (703);703;Good Charlotte;4
Grandaddy Souf (272256);272256;Grandaddy Souf;4
Boogieman (161163);161163;Boogieman;4
Lil Wyte (372);372;Lil Wyte;4
Kholebeatz (4547761);4547761;Kholebeatz;4
Fiend (154059);154059;Fiend;4
Mr Servon (6241664);6241664;Mr Servon;4
Unk (205804);205804;Unk;4
Big Gipp of the Goodie Mob (6241662);6241662;Big Gipp of the Goodie Mob;4
Trick Daddy (419);419;Trick Daddy;4
La Chat (12222);12222;La Chat;4
Paula Campbell (465802);465802;Paula Campbell;4
Crunchy Black (1463704);1463704;Crunchy Black;4
Killa Klan Kaze (4978586);4978586;Killa Klan Kaze;4
K Rock (4978585);4978585;K Rock;4
Superpower (981142);981142;Superpower;4
Young D (60843);60843;Young D;4
Tear Da Club Up Thugs (70500);70500;Tear Da Club Up Thugs;4
Boogiemane (7048515);7048515;Boogiemane;4
Hypnotize Camp Posse (12295);12295;Hypnotize Camp Posse;4
Frayser Boy (12223);12223;Frayser Boy;4
UGK (Underground Kingz) (71154);71154;UGK (Underground Kingz);4
WWE (1518489);1518489;WWE;4
Dr. Fresch (4841654);4841654;Dr. Fresch;4
BIJOU, Dr. Fresch, Willy Northpole (90524332);90524332;BIJOU, Dr. Fresch, Willy Northpole;4
Balam (470612);470612;Balam;4
2Pac & Richie Rich (54260752);54260752;2Pac & Richie Rich;4
Habib & Kona (12975189);12975189;Habib & Kona;4
Habib & Nancy (12975187);12975187;Habib & Nancy;4
Ky-Mani & Yanique (54260792);54260792;Ky-Mani & Yanique;4
2Pac & Mouse Man (54260782);54260782;2Pac & Mouse Man;4
 (54351502);54351502;;4
Busy Signal & 2Pac (54351512);54351512;Busy Signal & 2Pac;4
Nancy (121437362);121437362;Nancy;4
Bone Thugs, 2Pac & Notorious B.I.G (54351472);54351472;Bone Thugs, 2Pac & Notorious B.I.G;4
2Pac & Petey Pablo (54260772);54260772;2Pac & Petey Pablo;4
2Pac & Lil Eddie (54351462);54351462;2Pac & Lil Eddie;4
2Pac & Nuttso (54351492);54351492;2Pac & Nuttso;4
2Pac & Janet Jackson (54351532);54351532;2Pac & Janet Jackson;4
Fugees & 2Pac (54351482);54351482;Fugees & 2Pac;4
Eazy E, 2Pac & Notorious B.I.G (54351522);54351522;Eazy E, 2Pac & Notorious B.I.G;4
2Pac & Storm (54351552);54351552;2Pac & Storm;4
2Pac & Notorious B.I.G (14094003);14094003;2Pac & Notorious B.I.G;4
Bone Crusher (14633);14633;Bone Crusher;4
Lil' Fate (194149);194149;Lil' Fate;4
Carmen Sandiego (882693);882693;Carmen Sandiego;4
Schwifty McFly (52954852);52954852;Schwifty McFly;4
Softy (8699322);8699322;Softy;4
8-Ball, Busta Rhymes (4170248);4170248;8-Ball, Busta Rhymes;4
Phoenix Johnson (7797096);7797096;Phoenix Johnson;4
8-Ball, Phoenix Johnson (4170253);4170253;8-Ball, Phoenix Johnson;4
Tae Retro (15372587);15372587;Tae Retro;4
Hawk (375661);375661;Hawk;4
Becca (390674);390674;Becca;4
8-Ball, Redman (4170250);4170250;8-Ball, Redman;4
8-Ball, Bun-B (4170252);4170252;8-Ball, Bun-B;4
bun-b (563162);563162;bun-b;4
8-Ball, Goodie Mob (4170247);4170247;8-Ball, Goodie Mob;4
Goodie Mob (5467);5467;Goodie Mob;4
8-Ball, Master P, Mystikal, Psycho Drama, Silkk The Shocker (4170251);4170251;8-Ball, Master P, Mystikal, Psycho Drama, Silkk The Shocker;4
Silkk the Shocker (6452);6452;Silkk the Shocker;4
8-Ball, E-40, Rappin' 4-Tay, Spice-1 (4170249);4170249;8-Ball, E-40, Rappin' 4-Tay, Spice-1;4
Spice-1 (1259043);1259043;Spice-1;4
Rappin' 4-Tay (7057);7057;Rappin' 4-Tay;4
8-Ball, Psycho Drama (4170245);4170245;8-Ball, Psycho Drama;4
Psycho Drama (4169476);4169476;Psycho Drama;4
DJ Holiday (1353468);1353468;DJ Holiday;4
Bun B, MJG, The Fedz (4170417);4170417;Bun B, MJG, The Fedz;4
Toni Hickman (5109136);5109136;Toni Hickman;4
Gillie Da Kid (114943);114943;Gillie Da Kid;4
Nina Creque (7761306);7761306;Nina Creque;4
Tela (265645);265645;Tela;4
Thorough (4221184);4221184;Thorough;4
Rodney Ellis (4713450);4713450;Rodney Ellis;4
MJG, Rodney Ellis (4170416);4170416;MJG, Rodney Ellis;4
Yung D (1460955);1460955;Yung D;4
8-Ball, MJG, Mr. Mike (4221183);4221183;8-Ball, MJG, Mr. Mike;4
Mr. Mike (344620);344620;Mr. Mike;4
Cheeto Gambine (1440264);1440264;Cheeto Gambine;4
Big Duke (147161);147161;Big Duke;4
Slick Nick (1017634);1017634;Slick Nick;4
Chefry Kitchen (12051634);12051634;Chefry Kitchen;4
8-Ball, MJG (4170246);4170246;8-Ball, MJG;4
GAS (12068110);12068110;GAS;4
8 Ball (343308);343308;8 Ball;4
S. Marcus Aurelius (7220834);7220834;S. Marcus Aurelius;4
Big Pun (626072);626072;Big Pun;4
Cuban Link, Big Pun, Carl Thomas (78257592);78257592;Cuban Link, Big Pun, Carl Thomas;4
Cuban Link (187951);187951;Cuban Link;4
Harlem World, Carl Thomas (86106562);86106562;Harlem World, Carl Thomas;4
Harlem World (74729);74729;Harlem World;4
Juice (15259941);15259941;Juice;4
Marvo 11 (6333314);6333314;Marvo 11;4
Zoxea (90655);90655;Zoxea;4
8Ball (473407);473407;8Ball;4
Steph Jones (1010008);1010008;Steph Jones;4
Kstylis (4314258);4314258;Kstylis;4
DJ Unk (10936);10936;DJ Unk;4
D Jay Dance King (11801173);11801173;D Jay Dance King;4
Chopper (74887);74887;Chopper;4
Midwest City (1704174);1704174;Midwest City;4
Ziggy (143897532);143897532;Ziggy;4
Byron Thomas (4435423);4435423;Byron Thomas;4
Spiffy (1433256);1433256;Spiffy;4
DJ Noiz (1710600);1710600;DJ Noiz;4
DJ Noiz & Chingy (11104404);11104404;DJ Noiz & Chingy;4
Mr. Collipark (4682040);4682040;Mr. Collipark;4
Santini the Great (2965541);2965541;Santini the Great;4
Git it Boyz (4696762);4696762;Git it Boyz;4
Lil Flip (112416);112416;Lil Flip;4
Murphy Lee (75533);75533;Murphy Lee;4
J/Weav (4667352);4667352;J/Weav;4
Jason Weaver (4517470);4517470;Jason Weaver;4
Waw*Mart (14349117);14349117;Waw*Mart;4
Marc De Coca (4342649);4342649;Marc De Coca;4
Baby Rose (4165077);4165077;Baby Rose;4
Killa Kyleon (541375);541375;Killa Kyleon;4
Joi (151958);151958;Joi;4
Big Sant (4975873);4975873;Big Sant;4
8Ball & MJG (264179);264179;8Ball & MJG;4
Rico Love (1398102);1398102;Rico Love;4
Rolynne (13310551);13310551;Rolynne;4
WOLFE de MÇHLS (11479628);11479628;WOLFE de MÇHLS;4
Keyon Harrold (4541890);4541890;Keyon Harrold;4
Ricco Barrino (1255207);1255207;Ricco Barrino;4
Erick Sermon, Big K.R.I.T., Ricco Barrino (59158022);59158022;Erick Sermon, Big K.R.I.T., Ricco Barrino;4
Deante' Hitchcock (10778590);10778590;Deante' Hitchcock;4
Curren$y (402158);402158;Curren$y;4
Smoke DZA (354525);354525;Smoke DZA;4
Girl Talk (5780);5780;Girl Talk;4
Crime Mob, Lil Scrappy, Pimp C (81076282);81076282;Crime Mob, Lil Scrappy, Pimp C;4
Tom. G (5028346);5028346;Tom. G;4
Lil' Chris (12082);12082;Lil' Chris;4
Chinky Brown (7558632);7558632;Chinky Brown;4
Rasheeda (7183);7183;Rasheeda;4
Bohagon (266099);266099;Bohagon;4
Stayfresh (1511331);1511331;Stayfresh;4
Yung Joc (4973);4973;Yung Joc;4
Crime Mob (14335);14335;Crime Mob;4
Sean P. of YoungBloodZ (8597428);8597428;Sean P. of YoungBloodZ;4
DJ Rell (712299);712299;DJ Rell;4
Watch the Duck (2831471);2831471;Watch the Duck;4
WatchTheDuck (5787197);5787197;WatchTheDuck;4
Kes Kross (12648067);12648067;Kes Kross;4
Kris Stephens (4491314);4491314;Kris Stephens;4
Conway the Machine (9749880);9749880;Conway the Machine;4
London Jae (5794379);5794379;London Jae;4
Desert Storm South (177353267);177353267;Desert Storm South;4
Dj Storm (92060);92060;Dj Storm;4
Bigg Tyme (5195866);5195866;Bigg Tyme;4
Mike Jones (296);296;Mike Jones;4
Obscene (1628125);1628125;Obscene;4
T.I.X.X.O (14951255);14951255;T.I.X.X.O;4
Al Peco (90769);90769;Al Peco;4
Papoose, Chamillionaire, Jae Millz (90484362);90484362;Papoose, Chamillionaire, Jae Millz;4
Natalie Alvarado (4418440);4418440;Natalie Alvarado;4
Tony Henry (67489);67489;Tony Henry;4
Rasaq (1102603);1102603;Rasaq;4
Lil Ken (5027865);5027865;Lil Ken;4
Sway (9193);9193;Sway;4
Pimp C (14689);14689;Pimp C;4
Fat Nwigwe (132744792);132744792;Fat Nwigwe;4
Tobe Nwigwe (13231859);13231859;Tobe Nwigwe;4
Slick Rick (3885);3885;Slick Rick;4
Krayzie Bone (11346);11346;Krayzie Bone;4
LA LA (1165766);1165766;LA LA;4
Lupita Nyong'o (76584082);76584082;Lupita Nyong'o;4
The Dream (246757);246757;The Dream;4
Fanman Scoop (49199102);49199102;Fanman Scoop;4
Coast Contra (8700090);8700090;Coast Contra;4
Petey Pablo (3826);3826;Petey Pablo;4
Benzino (12040);12040;Benzino;4
Foxy Brown, Benzino (86782222);86782222;Foxy Brown, Benzino;4
Cerrero (12792191);12792191;Cerrero;4
Capone-N-Noreaga (9002);9002;Capone-N-Noreaga;4
China Black (194465);194465;China Black;4
Delroy Wilson (9131);9131;Delroy Wilson;4
Révélation (257486);257486;Révélation;4
Sandra Reid (1316237);1316237;Sandra Reid;4
Winston Reedy (287282);287282;Winston Reedy;4
Eightball (617623);617623;Eightball;4
Kid Capri (390484);390484;Kid Capri;4
Gangsta Boo (12220);12220;Gangsta Boo;4
Mia X (339352);339352;Mia X;4
Beanie Sigel (11986);11986;Beanie Sigel;4
Memphis Bleek (6888);6888;Memphis Bleek;4
Federica Tibbs (1334811);1334811;Federica Tibbs;4
Debbie Gordon (2333661);2333661;Debbie Gordon;4
Diana King (194);194;Diana King;4
Claudia Fontaine (1334871);1334871;Claudia Fontaine;4
Jean Adebambo (1202830);1202830;Jean Adebambo;4
Janet Kay (183638);183638;Janet Kay;4
Meleka (483751);483751;Meleka;4
Gavin "Young Gavin" Marchand (5008534);5008534;Gavin "Young Gavin" Marchand;4
Mary J Blige (95562);95562;Mary J Blige;4
Nature (79816522);79816522;Nature;4
Nature, Mary J Blige, Foxy Brown (55245752);55245752;Nature, Mary J Blige, Foxy Brown;4
Althea (270742);270742;Althea;4
PRETTY BOY (1282098);1282098;PRETTY BOY;4
Baby Cham (9175);9175;Baby Cham;4
Ronald Isley (76066);76066;Ronald Isley;4
Dawn Robinson (186387);186387;Dawn Robinson;4
Total (14790);14790;Total;4
Dru Hill (2372);2372;Dru Hill;4
 (479116);479116;;4
 (77307652);77307652;;4
Big Be (7686692);7686692;Big Be;4
D-Red (5463130);5463130;D-Red;4
Will Lean (4492623);4492623;Will Lean;4
Lil Kano (1545008);1545008;Lil Kano;4
Bloc Boyz Click (6017796);6017796;Bloc Boyz Click;4
Botany Boyz (4801222);4801222;Botany Boyz;4
C-Note (479414);479414;C-Note;4
K-Bird (1687648);1687648;K-Bird;4
Bizzy Bone (12080);12080;Bizzy Bone;4
Baby D (13915);13915;Baby D;4
XO (159351);159351;XO;4
Shasta (1093065);1093065;Shasta;4
Will-Lean (5426630);5426630;Will-Lean;4
Gravy (523801);523801;Gravy;4
Mr. Capone-E (478241);478241;Mr. Capone-E;4
Mannie Fresh (12059);12059;Mannie Fresh;4
Seville (895009);895009;Seville;4
Big T (277397);277397;Big T;4
Lil' Ron (5195867);5195867;Lil' Ron;4
Young Redd (4239164);4239164;Young Redd;4
Judge Dredd (100128);100128;Judge Dredd;4
Young Money (292217);292217;Young Money;4
CHAMILLION (5831606);5831606;CHAMILLION;4
Lea (67533642);67533642;Lea;4
Young Lyxx (537916);537916;Young Lyxx;4
Mike Brown da Czar (6814557);6814557;Mike Brown da Czar;4
Spiffy Global (12576270);12576270;Spiffy Global;4
Spiffy Global, Jazze Pha & Mike Brown Da Czar (12576354);12576354;Spiffy Global, Jazze Pha & Mike Brown Da Czar;4
Uce Lee (74552062);74552062;Uce Lee;4
Brooke Valentine (8640);8640;Brooke Valentine;4
Guerilla Black (802);802;Guerilla Black;4
THE CASEY BOYS OF JAGGED EDGE (76383752);76383752;THE CASEY BOYS OF JAGGED EDGE;4
Korleone (3127181);3127181;Korleone;4
XIII Amer (84555902);84555902;XIII Amer;4
Supa Wave (14641747);14641747;Supa Wave;4
PashaPG (5328596);5328596;PashaPG;4
Sleiman (4951458);4951458;Sleiman;4
Rarri (7638942);7638942;Rarri;4
Smilez (4246966);4246966;Smilez;4
Lil Ak (5826148);5826148;Lil Ak;4
SCH (162665);162665;SCH;4
DJ SPINKING (853490);853490;DJ SPINKING;4
Vladimir Cauchemar (13682095);13682095;Vladimir Cauchemar;4
Clever (84532652);84532652;Clever;4
Hans Zimmer (1935);1935;Hans Zimmer;4
saeculo (177732867);177732867;saeculo;4
Seezyn (13920303);13920303;Seezyn;4
Pretty Vee (71673662);71673662;Pretty Vee;4
Mod da God (10940280);10940280;Mod da God;4
DBT Sliim (13195941);13195941;DBT Sliim;4
X-Raided (376461);376461;X-Raided;4
Kork (5090936);5090936;Kork;4
Peewee Longway (5290254);5290254;Peewee Longway;4
Ted C (73490042);73490042;Ted C;4
Lil Harold (11179886);11179886;Lil Harold;4
Telly Mac (1255646);1255646;Telly Mac;4
Lost God (9964888);9964888;Lost God;4
Super Sako (573300);573300;Super Sako;4
LIL SHORDIE SCOTT (156743132);156743132;LIL SHORDIE SCOTT;4
SleazyWorld Go (88987002);88987002;SleazyWorld Go;4
Badda TD (68388692);68388692;Badda TD;4
Drizzy Juliano (64431872);64431872;Drizzy Juliano;4
Kaimikaze Kai (6999529);6999529;Kaimikaze Kai;4
Jim Jones, Rowdy Rebel (81065362);81065362;Jim Jones, Rowdy Rebel;4
Trav (503743);503743;Trav;4
Godfather of Harlem (72812342);72812342;Godfather of Harlem;4
Bobby Shmurda (6208668);6208668;Bobby Shmurda;4
HoodRich Pablo Juan (7541676);7541676;HoodRich Pablo Juan;4
Flaiz (151932372);151932372;Flaiz;4
Mave One (152894522);152894522;Mave One;4
DreamDoll (12456580);12456580;DreamDoll;4
Icewear Vezzo (4948856);4948856;Icewear Vezzo;4
Y&R Mookey (55380082);55380082;Y&R Mookey;4
YungManny (13944769);13944769;YungManny;4
Ty Benjamin (13337657);13337657;Ty Benjamin;4
FNF Chop (52690762);52690762;FNF Chop;4
QUIETPVCK (11882597);11882597;QUIETPVCK;4
Ron SUNO (69205932);69205932;Ron SUNO;4
Hl8 (12676949);12676949;Hl8;4
Mikabeats (14579735);14579735;Mikabeats;4
Young Ap (55382452);55382452;Young Ap;4
Chase Banks (7093857);7093857;Chase Banks;4
Corey Finesse (7948734);7948734;Corey Finesse;4
Yamaica (10833912);10833912;Yamaica;4
Double G (165775);165775;Double G;4
DoubleG (5257584);5257584;DoubleG;4
DJ Megan Ryte (14543873);14543873;DJ Megan Ryte;4
ABG Neal (15293117);15293117;ABG Neal;4
Rah Swish (15243739);15243739;Rah Swish;4
Mauley G (6403384);6403384;Mauley G;4
Hamo grime (9420942);9420942;Hamo grime;4
Fresh G (51142122);51142122;Fresh G;4
Jay Bezzy (14013621);14013621;Jay Bezzy;4
Alborosie (275373);275373;Alborosie;4
347aidan (67314192);67314192;347aidan;4
PnB Chizz (10912124);10912124;PnB Chizz;4
The Real Mack (7714334);7714334;The Real Mack;4
Yakki Divioshi (9822680);9822680;Yakki Divioshi;4
Iayze (80083642);80083642;Iayze;4
Ugly God (10334274);10334274;Ugly God;4
Yung Fazo (55813312);55813312;Yung Fazo;4
Pasto Flocco (69275172);69275172;Pasto Flocco;4
Tennisboywill (11943007);11943007;Tennisboywill;4
DJ Luke Nasty (8851076);8851076;DJ Luke Nasty;4
NLW Jordan (144720252);144720252;NLW Jordan;4
Keith Santana (104638952);104638952;Keith Santana;4
SobrinhoCDG (14028175);14028175;SobrinhoCDG;4
PatricKxxLee (11396094);11396094;PatricKxxLee;4
YBG Lo (14136389);14136389;YBG Lo;4
JusBlow600 (61608052);61608052;JusBlow600;4
DqFrmDaO (134208152);134208152;DqFrmDaO;4
THF Bay Zoo (15057849);15057849;THF Bay Zoo;4
Doodie Lo (49141711);49141711;Doodie Lo;4
Boss Top (6508325);6508325;Boss Top;4
Omb Peezy (12257662);12257662;Omb Peezy;4
Funk Flex (5548872);5548872;Funk Flex;4
Memo600 (15339599);15339599;Memo600;4
Booka600 (8685896);8685896;Booka600;4
Eli Fross (59640152);59640152;Eli Fross;4
Prince Dre (8369338);8369338;Prince Dre;4
UnderGod Gwalla (15118521);15118521;UnderGod Gwalla;4
DJ Chose (4858462);4858462;DJ Chose;4
Deal Pacino (1211438);1211438;Deal Pacino;4
Leonel Yepíz (54455492);54455492;Leonel Yepíz;4
Mástein Bennett (13263175);13263175;Mástein Bennett;4
Dantino (72870672);72870672;Dantino;4
Christian Revo (11068174);11068174;Christian Revo;4
Dj Klonh (13682471);13682471;Dj Klonh;4
Peppe Soks (9375400);9375400;Peppe Soks;4
Tony Effe (12726119);12726119;Tony Effe;4
Mojobeatz (13489013);13489013;Mojobeatz;4
Aya Nakamura (8909272);8909272;Aya Nakamura;4
Morad (291144);291144;Morad;4
Leto (455796);455796;Leto;4
 (14621667);14621667;;4
 (409588);409588;;4
 (8321708);8321708;;4
DrefGold (12599451);12599451;DrefGold;4
Noizy (5266166);5266166;Noizy;4
Ninho (5542343);5542343;Ninho;4
Jalil (566589);566589;Jalil;4
Schwesta Ewa (5145326);5145326;Schwesta Ewa;4
