source;target;song;id_song;id_source;name_source;id_target;name_target
Robert Ziegler (4455202);Tony Hymas (155691);Devonshire;1031911;4455202;Robert Ziegler;155691;Tony Hymas
Robert Ziegler (4455202);Patrick Doyle (3639);Devonshire;1031911;4455202;Robert Ziegler;3639;Patrick Doyle
Tony Hymas (155691);Patrick Doyle (3639);Devonshire;1031911;155691;Tony Hymas;3639;Patrick Doyle
Lang Lang (152366);Royal Philharmonic Orchestra (94226);Libérée, délivrée;1906330167;152366;Lang Lang;94226;Royal Philharmonic Orchestra
Lang Lang (152366);Robert Ziegler (4455202);Libérée, délivrée;1906330167;152366;Lang Lang;4455202;Robert Ziegler
Royal Philharmonic Orchestra (94226);Robert Ziegler (4455202);Libérée, délivrée;1906330167;94226;Royal Philharmonic Orchestra;4455202;Robert Ziegler
Lang Lang (152366);Guo Gan (2208381);Réflexion (Qui je suis vraiment);1906330207;152366;Lang Lang;2208381;Guo Gan
Lang Lang (152366);Royal Philharmonic Orchestra (94226);Réflexion (Qui je suis vraiment);1906330207;152366;Lang Lang;94226;Royal Philharmonic Orchestra
Lang Lang (152366);Robert Ziegler (4455202);Réflexion (Qui je suis vraiment);1906330207;152366;Lang Lang;4455202;Robert Ziegler
Guo Gan (2208381);Royal Philharmonic Orchestra (94226);Réflexion (Qui je suis vraiment);1906330207;2208381;Guo Gan;94226;Royal Philharmonic Orchestra
Guo Gan (2208381);Robert Ziegler (4455202);Réflexion (Qui je suis vraiment);1906330207;2208381;Guo Gan;4455202;Robert Ziegler
Royal Philharmonic Orchestra (94226);Robert Ziegler (4455202);Réflexion (Qui je suis vraiment);1906330207;94226;Royal Philharmonic Orchestra;4455202;Robert Ziegler
